"Data Source:","http://breachlevelindex.com/#!breach-database","Retrieved February 23, 2015",,,,,,
2254,"Vudu",03/13/13,"unknown","United States","Technology","Malicious Outsider","Identity Theft",1.9
2255,"TLO",03/13/13,"unknown","United States","Other","Malicious Outsider","Identity Theft",1.9
2256,"OCS America",03/13/13,"unknown","United States","Other","Malicious Outsider","Identity Theft",1.9
2257,"Sands lothian Mortonhall Crematorium",02/26/13,"unknown","United Kingdom","Other","Malicious Outsider","Identity Theft",1.9
2258,"Microsoft",02/14/13,"unknown","United States","Technology","Malicious Outsider","Identity Theft",1.9
2259,"Uniontown Hospital",02/13/13,"unknown","United States","Healthcare","Malicious Outsider","Account Access",1.9
2260,"U.S Dep of Energy",02/13/13,"unknown","United States","Government","Malicious Outsider","Identity Theft",1.9
2261,"Thorlo",02/13/13,"unknown","United States","Other","Malicious Outsider","Identity Theft",1.9
2262,"Rural Hospital",02/13/13,"unknown","United States","Healthcare","Malicious Outsider","Identity Theft",1.9
2263,"Jawbone",02/13/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.9
2264,"Bitinstant",02/13/13,"unknown","United States","Financial","Malicious Outsider","Account Access",1.9
2265,"Financial Institutions",02/05/13,"unknown","Bahamas","Financial","Malicious Outsider","Identity Theft",1.9
2266,"Chevron GAS station",01/22/15,"Unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2267,"Kings County Hospital",01/14/15,1,"United States","Healthcare","Malicious Insider","Identity Theft",1.8
2268,"Abortion Clinic",12/30/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",1.8
2269,"Toronto East General Hospital",12/09/14,1,"Canada","Healthcare","Malicious Insider","Identity Theft",1.8
2270,"St. Michael's Hospital",12/08/14,1,"Canada","Healthcare","Malicious Insider","Identity Theft",1.8
2271,"Physicians Skin & Weight Centers",11/04/14,"Unknown","United States","Healthcare","Malicious Outsider","Financial Access",1.8
2272,"Katy Independent School District",09/26/14,"Unknown","United States","Education","Malicious Insider","Account Access",1.8
2273,"University of New Mexico Cancer Center",08/05/14,3,"United States","Healthcare","Accidental Loss","Identity Theft",1.8
2274,"New York City Fire Department",06/13/14,1,"United States","Government","Malicious Insider","Identity Theft",1.8
2275,"University of Cincinnati Medical Center",06/09/14,1,"United States","Healthcare","Malicious Insider","Identity Theft",1.8
2276,"Fayette County",05/15/14,"Unknown","United States","Government","Malicious Insider","Identity Theft",1.8
2277,"Rescator.so and Rescator.cm",03/20/14,"Unknown","United States","Financial","Hacktivist","Financial Access",1.8
2278,"Privatbank",03/13/14,"Unknown","Ukraine","Financial","Malicious Outsider","Financial Access",1.8
2279,"St. Rose Dominican Hospitals,Dignity Health",02/13/14,"Unknown","United States","Healthcare","Malicious Insider","Identity Theft",1.8
2280,"Greenleaf Book Group",01/18/14,"Unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2281,"Kobeni Inc",01/08/14,"Unknown","United States","Technology","Malicious Insider","Account Access",1.8
2282,"Huntington's Disease Society of America (HDSA)",10/02/13,"unknown","United States","Healthcare","Malicious Outsider","Financial Access",1.8
2283,"Boone Hospital",09/18/13,"unknown","United States","Healthcare","Malicious Insider","Identity Theft",1.8
2284,"Suffolk University",06/22/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2285,"Roy's Holdings",06/17/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2286,"US Bureau of Automotive Repair",06/16/13,"unknown","United States","Financial","Malicious Outsider","Financial Access",1.8
2287,"Quayside",06/14/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2288,"Citi Prepaid Services",06/11/13,"unknown","United States","Financial","Malicious Outsider","Financial Access",1.8
2289,"Niagara Peninsula Energy Inc",06/05/13,"unknown","Canada","Other","Malicious Outsider","Financial Access",1.8
2290,"TJG, Target Marketing",05/31/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2291,"VYC Tires Inc, Coresense",05/30/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2292,"Ephrata Community Hospital",05/29/13,"unknown","United States","Healthcare","Malicious Insider","Identity Theft",1.8
2293,"ThyssenKrupp OnlineMetals, LLC",05/28/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2294,"Green Mountain Club",05/27/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2295,"Goldner Associates",05/27/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2296,"Family of Fine Stores",05/24/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2297,"Raley's supermarket chain",05/17/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2298,"Hetzner Online AG",05/17/13,"unknown","Germany","Technology","Malicious Outsider","Financial Access",1.8
2299,"DMV",05/15/13,"unknown","United States","Government","Malicious Insider","Identity Theft",1.8
2300,"Target Marketing Ashland",05/14/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2301,"Jo Daviess Sheriff's Department",05/08/13,"unknown","United Kingdom","Government","Malicious Insider","Account Access",1.8
2302,"Utah Dept. of Technology Service",05/07/13,"unknown","United States","Government","Malicious Insider","Identity Theft",1.8
2303,"Rosewood Inn of the Anasazi",05/07/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2304,"Just Kids",05/07/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2305,"Callaway Gardens",05/02/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2306,"PHH Corporation",04/22/13,"unknown","United States","Other","Malicious Insider","Identity Theft",1.8
2307,"PHH Corp",04/17/13,"unknown","United States","Financial","Malicious Insider","Identity Theft",1.8
2308,"WorldVentures Marketing LLC",04/14/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2309,"Spellman High Voltage Electronics Corporation Valhalla",04/14/13,"unknown","United States","Other","Malicious Insider","Account Access",1.8
2310,"Name.com",04/14/13,"unknown","United States","Technology","Malicious Outsider","Financial Access",1.8
2311,"BANK OF AMERICA",03/30/13,"unknown","United States","Financial","Malicious Outsider","Financial Access",1.8
2312,"tea-shop chain Teavana",03/20/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2313,"Shoplet.com",03/13/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2314,"Linode",03/13/13,"unknown","United States","Technology","Malicious Outsider","Financial Access",1.8
2315,"Tennis Express",03/12/13,"unknown","United States","Financial","Malicious Outsider","Financial Access",1.8
2316,"Discover Security",03/12/13,"unknown","United States","Financial","Malicious Outsider","Financial Access",1.8
2317,"Florida Association Management",02/21/13,"unknown","United States","Other","Malicious Outsider","Financial Access",1.8
2318,"Sprouts Farmer's Market",02/13/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2319,"Restaurant and grocery suppliers",02/13/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2320,"Market Square Restaurant",02/13/13,"unknown","United States","Retail","Malicious Outsider","Financial Access",1.8
2321,"HSCB Bank",02/13/13,"unknown","United States","Financial","Malicious Insider","Identity Theft",1.8
2322,"Orland Health Mid Florida Urological Associates",02/01/13,"unknown","United States","Healthcare","Malicious Insider","Identity Theft",1.8
2323,"National Party",08/31/14,"Unknown","New Zealand","Government","Hacktivist","Existential Data",1.7
2324,"Delaware's Treasury Division",08/18/14,"Unknown","United States","Government","State Sponsored","Nuisance",1.7
2325,"Prime Minister Medvedev's Twitter account",08/14/14,1,"Russia","Government","State Sponsored","Nuisance",1.7
2326,"Saratoga County",08/10/14,"Unknown","United States","Government","State Sponsored","Nuisance",1.7
2327,"Plextor",08/05/14,"Unknown","United States","Technology","State Sponsored","Nuisance",1.7
2328,"Tert.am",08/02/14,"Unknown","Azerbaijan","Other","State Sponsored","Nuisance",1.7
2329,"U.S Governement website's",07/31/14,"Unknown","United States","Government","State Sponsored","Nuisance",1.7
2330,"state of Connecticut",07/31/14,"Unknown","United States","Government","State Sponsored","Nuisance",1.7
2331,"Esango.un.org, Escwa.un.org",07/23/14,"Unknown","United Nation","Technology","State Sponsored","Nuisance",1.7
2332,"Channel 10",07/21/14,1,"Israel","Other","State Sponsored","Nuisance",1.7
2333,"MSN Israel",07/18/14,"Unknown","Israel","Other","State Sponsored","Nuisance",1.7
2334,"Haaretz",07/15/14,"Unknown","Israel","Other","State Sponsored","Nuisance",1.7
2335,"Galilee Development Authority",07/13/14,"Unknown","Israel","Government","State Sponsored","Nuisance",1.7
2336,"State University of Gavar, Committee to Protect Freedom of Expression",07/03/14,"Unknown","United States","Education","State Sponsored","Nuisance",1.7
2337,"Taboola",06/22/14,"Unknown","United Kingdom","Other","State Sponsored","Nuisance",1.7
2338,"Egypt's Ministry of Information",04/27/14,"Unknown","Egypt","Government","State Sponsored","Nuisance",1.7
2339,"L K Advani(veteran BJP)",04/21/14,1,"India","Government","State Sponsored","Nuisance",1.7
2340,"NATO, www.nato.int",03/21/14,"Unknown","United States","Government","State Sponsored","Nuisance",1.7
2341,"Central Bank of India",01/29/14,"Unknown","India","Financial","State Sponsored","Nuisance",1.7
2342,"Countess of Chester Hospital",10/03/13,12,"United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.7
2343,"Melbourne IT, The New York Times",08/24/13,"unknown","United States","Other","State Sponsored","Account Access",1.7
2344,"Azerenerji",08/22/13,"unknown","Azerbaijan","Other","Hacktivist","Existential Data",1.7
2345,"Google.ps",08/10/13,"unknown","West Bank","Technology","State Sponsored","Nuisance",1.7
2346,"Revana",04/27/13,"unknown","United States","Other","Malicious Insider","Financial Access",1.7
2347,"U.S Federal Reserve, Grand Banks Yachts",02/13/13,"unknown","United States","Government","Unknown","Existential Data",1.7
2348,"Clearwater Police Department",01/24/15,"Unknown","United States","Government","Malicious Outsider","Nuisance",1.6
2349,"Big Blue Interactive",01/13/15,"Unknown","United States","Other","Malicious Outsider","Account Access",1.6
2350,"University of Kentucky, University of Connecticut, University of Maryland, Coastal Carolina University, and Abertay University",01/04/15,"Unknown","United States","Education","Malicious Outsider","Account Access",1.6
2351,"The Australian Federal Police",12/08/14,2,"Australia","Government","Accidental Loss","Identity Theft",1.6
2352,"Ku Klux Klan",11/16/14,"Unknown","United States","Other","Hacktivist","Account Access",1.6
2353,"Ottawa Police",11/12/14,"Unknown","Canada","Financial","Hacktivist","Account Access",1.6
2354,"Montana VA",10/30/14,2,"United States","Government","Accidental Loss","Identity Theft",1.6
2355,"North Dakota State University",09/29/14,"Unknown","United States","Education","Malicious Outsider","Nuisance",1.6
2356,"Alpine Bank (Ignition Studio)",09/23/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.6
2357,"Royal Prince Alfred Hospital",09/12/14,1,"Australia","Healthcare","Accidental Loss","Identity Theft",1.6
2358,"Tigitax",09/01/14,"Unknown","United States","Financial","Malicious Outsider","Account Access",1.6
2359,"Sir Ian Botham twitter",08/18/14,1,"United Kingdom","Other","Malicious Outsider","Nuisance",1.6
2360,"Ohio State' Government",08/17/14,"Unknown","United States","Government","Malicious Outsider","Nuisance",1.6
2361,"Microsoft and Sony's Twitch",08/15/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2362,"Kabel Deutschland",08/11/14,"Unknown","Germany","Technology","Malicious Outsider","Nuisance",1.6
2363,"Saudi Arabia government website",08/10/14,"Unknown","Saudi Arabia","Government","Malicious Outsider","Nuisance",1.6
2364,"Irish Domains",08/08/14,"Unknown","United Kingdom","Technology","Malicious Outsider","Nuisance",1.6
2365,"Micron21",08/02/14,"Unknown","Australia","Technology","Malicious Outsider","Nuisance",1.6
2366,"Pakistan's People Party",07/09/14,"Unknown","Pakistan","Government","Malicious Outsider","Nuisance",1.6
2367,"Farrah Abraham's frozen yogurt",07/09/14,"Unknown","United States","Retail","Malicious Outsider","Nuisance",1.6
2368,"Tor",07/04/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2369,"Myanmar's Ministry of Communications and Information Technology",07/04/14,"Unknown","Burma","Government","Malicious Outsider","Nuisance",1.6
2370,"Gateway Savings and Loans Limited",07/04/14,"Unknown","Nigeria","Financial","Malicious Outsider","Nuisance",1.6
2371,"Jackson Police Department",07/03/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.6
2372,"Nisa Retail",07/01/14,"Unknown","United Kingdom","Retail","Malicious Outsider","Account Access",1.6
2373,"BBC News smartphone app",06/25/14,"Unknown","United Kingdom","Other","Malicious Outsider","Nuisance",1.6
2374,"TweetDeck",06/12/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2375,"Evernote, Feedly",06/11/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2376,"Linkin Park official Facebook Page",06/02/14,1,"United States","Other","Malicious Outsider","Nuisance",1.6
2377,"Hooters",05/21/14,"Unknown","United States","Retail","Malicious Outsider","Nuisance",1.6
2378,"Whitehouse Institute of Design ( Frances Abbott�s scholarship)",05/20/14,"Unknown","Australia","Education","Malicious Outsider","Nuisance",1.6
2379,"Pakistani Police",05/20/14,"Unknown","Pakistan","Government","Malicious Outsider","Nuisance",1.6
2380,"Doge Vault",05/11/14,"Unknown","United States","Financial","Malicious Outsider","Nuisance",1.6
2381,"Stroger Hospital",05/07/14,"Unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.6
2382,"O'Gorman High School",05/07/14,"Unknown","United States","Education","Malicious Outsider","Nuisance",1.6
2383,"Sherman Avenue charter school",05/02/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.6
2384,"University of Virginia, Spokeo, Telco Systems and BATM, Klas Telecom, the State of Indiana, National Credit Union, ArmA2, and the Science and Technology Center of Ukraine (STCU)",04/20/14,"Unknown","United States","Education","Malicious Outsider","Account Access",1.6
2385,"Web Sites of Israeli Government and Banks",04/07/14,"Unknown","Israel","Government","Malicious Outsider","Nuisance",1.6
2386,"McDermott Investment Services",03/28/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.6
2387,"Basecamp",03/24/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2388,"Google Play Bouncer (Emulator)",03/20/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2389,"CoinEX's",03/20/14,"Unknown","Unknown","Financial","Malicious Outsider","Nuisance",1.6
2390,"Bitcoin Bedlam",03/12/14,"Unknown","United States","Financial","Malicious Outsider","Nuisance",1.6
2391,"Canadian ISP's network",03/07/14,"Unknown","Canada","Financial","Malicious Outsider","Nuisance",1.6
2392,"Poloniex",03/04/14,"Unknown","United States","Financial","Malicious Outsider","Nuisance",1.6
2393,"Aberdeen Royal Infirmary",03/02/14,"Unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.6
2394,"Flexcoin",03/02/14,"Unknown","Canada","Financial","Malicious Outsider","Nuisance",1.6
2395,"YouTube",02/26/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2396,"Mt. Gox",02/25/14,"Unknown","Japan","Financial","Malicious Outsider","Nuisance",1.6
2397,"Servers Across Europe",02/15/14,"Unknown","Europe","Technology","Malicious Outsider","Nuisance",1.6
2398,"Law Offices of Paul M. Goodson, P.C.",02/15/14,"Unknown","United States","Other","Malicious Outsider","Nuisance",1.6
2399,"Oakland University",02/10/14,"Unknown","United States","Education","Malicious Outsider","Nuisance",1.6
2400,"Synology",02/08/14,"Unknown","United States","Financial","Malicious Outsider","Nuisance",1.6
2401,"Ejpress.org",01/30/14,"Unknown","Europe","Other","Malicious Outsider","Nuisance",1.6
2402,"Pharmacists",01/15/14,"Unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.6
2403,"Civil Administration of Judea and Samari",01/15/14,"Unknown","Israel","Government","Malicious Outsider","Nuisance",1.6
2404,"Twitter news account, Xbox support Twitter account, and official TechNet blog",01/11/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2405,"Turkish Contractors Association",01/10/14,"Unknown","Turkey","Government","Malicious Outsider","Account Access",1.6
2406,"Hasbro.com",01/10/14,"Unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2407,"Dailymotion",01/09/14,"Unknown","France","Other","Malicious Outsider","Nuisance",1.6
2408,"OpenSSL.org",12/29/13,"unknown","Sweden","Technology","Malicious Outsider","Nuisance",1.6
2409,"U.S. Federal Election Commission",12/24/13,"unknown","United States","Government","Malicious Outsider","Nuisance",1.6
2410,"Torrington High School",12/18/13,"unknown","United States","Government","Accidental Loss","Identity Theft",1.6
2411,"Sony Europe",11/26/13,"unknown","United Kingdom","Technology","Malicious Outsider","Account Access",1.6
2412,"European Bitcoin payment processor BIPS",11/20/13,"unknown","Europe","Financial","Malicious Outsider","Nuisance",1.6
2413,"Cracked.com",11/12/13,"unknown","United States","Other","Malicious Outsider","Nuisance",1.6
2414,"XSplit",11/07/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2415,"DecisionDesk",11/07/13,"unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2416,"Bitcoin bank, Inputs.io",11/07/13,"unknown","Australia","Financial","Malicious Outsider","Nuisance",1.6
2417,"Php.net",10/25/13,"unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2418,"Nigeria Government Web Sites",09/20/13,"unknown","Nigeria","Government","Malicious Outsider","Nuisance",1.6
2419,"Google",08/19/13,"unknown","United States","Technology","Malicious Outsider","Nuisance",1.6
2420,"MTNL",08/18/13,"unknown","India","Government","Malicious Outsider","Nuisance",1.6
2421,"Federal Reserve",07/25/13,"unknown","United States","Financial","Hacktivist","Identity Theft",1.6
2422,"University of Minnesota",07/11/13,"unknown","United States","Other","Malicious Outsider","Account Access",1.6
2423,"Security Intelligence Group (SIG)",07/10/13,"unknown","Australia","Technology","Malicious Outsider","Account Access",1.6
2424,"Opscode",07/10/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2425,"NASDAQ.com",07/06/13,"unknown","United States","Financial","Malicious Outsider","Account Access",1.6
2426,"Simple Machine",07/02/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2427,"OVH",07/01/13,"unknown","France","Technology","Malicious Outsider","Account Access",1.6
2428,"Apple",06/27/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2429,"law enforcement agencies",06/05/13,"unknown","United States","Government","Hacktivist","Identity Theft",1.6
2430,"Shalom Hartman institute",06/03/13,"unknown","Israel","Other","Malicious Outsider","Account Access",1.6
2431,"Monsanto, Peugeot",05/17/13,"unknown","United Kingdom","Other","Malicious Outsider","Account Access",1.6
2432,"City of Lansing",05/17/13,"unknown","United States","Government","Malicious Outsider","Account Access",1.6
2433,"City of Mobile Police",04/26/13,"unknown","United States","Government","Malicious Outsider","Account Access",1.6
2434,"WTOP and Federal News Radio Websites",04/15/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2435,"The Chelan County treasurer , Leavenworth Hospital",04/14/13,"unknown","United States","Healthcare","Malicious Outsider","Nuisance",1.6
2436,"Reputation.com",04/14/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2437,"City of Monroeville",04/14/13,"unknown","United States","Government","Malicious Outsider","Account Access",1.6
2438,"U.S State Department",04/05/13,"unknown","United States","Government","Hacktivist","Identity Theft",1.6
2439,"Time warner cable",03/26/13,"unknown","United States","Other","Hacktivist","Account Access",1.6
2440,"UPS",03/18/13,"unknown","United States","Other","Malicious Outsider","Account Access",1.6
2441,"Pembrokeshire Council",03/13/13,10,"United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.6
2442,"Hammerpoint Interactive",03/13/13,"unknown","United States","Technology","Malicious Outsider","Account Access",1.6
2443,"Elmore County",12/20/14,"Unknown","United States","Government","Malicious Insider","Nuisance",1.5
2444,"Eastern Iowa Airport",10/29/14,"Unknown","United States","Government","Accidental Loss","Financial Access",1.5
2445,"IRS",08/29/14,"Unknown","United States","Government","Malicious Insider","Nuisance",1.5
2446,"Mississippi Department of Public Safety",08/18/14,"unknown","United States","Government","Malicious Insider","Nuisance",1.5
2447,"Alabama Prison",07/27/14,"Unknown","United States","Government","Malicious Insider","Nuisance",1.5
2448,"Chicago Transit Authority (CTA",06/12/14,"Unknown","United States","Other","Malicious Insider","Nuisance",1.5
2449,"Washington State",05/28/14,"Unknown","United States","Government","Malicious Insider","Nuisance",1.5
2450,"Bradley Hubler Chevrolet",05/21/14,"Unknown","United States","Other","Unknown","Financial Access",1.5
2451,"Advia Credit Union",04/28/14,8,"United States","Financial","Accidental Loss","Identity Theft",1.5
2452,"The Spine and Joint Center of Washington Parish",02/16/14,"Unknown","United States","Healthcare","Malicious Insider","Nuisance",1.5
2453,"Wachovia Bank",02/15/14,"Unknown","United States","Financial","Malicious Insider","Nuisance",1.5
2454,"Cracked.com",01/15/14,"Unknown","United States","Other","Malicious Insider","Nuisance",1.5
2455,"CROWN",01/14/14,"Unknown","United Kingdom","Other","Malicious Insider","Nuisance",1.5
2456,"Schoenbar Middle School",04/14/13,"unknown","United States","Other","Malicious Insider","Account Access",1.5
2457,"Cherry Hill TD Bank",04/07/13,"unknown","United States","Financial","Malicious Insider","Nuisance",1.5
2458,"Bob Robert And Amp",03/13/13,"unknown","United States","Other","Malicious Insider","Nuisance",1.5
2459,"Island Resort And Casino",03/01/13,"unknown","United States","Other","Unknown","Financial Access",1.5
2460,"Vazzy's Osteria",02/20/13,"unknown","United States","Retail","Unknown","Financial Access",1.5
2461,"Tribune Co",02/15/13,"unknown","United States","Other","Malicious Insider","Nuisance",1.5
2462,"Premier Tax",02/13/13,"unknown","United States","Government","Malicious Insider","Nuisance",1.5
2463,"Boca Roton Regional Hospital",02/13/13,"unknown","United States","Healthcare","Malicious Insider","Nuisance",1.5
2464,"Brooklyn Warehouse",02/01/15,"Unknown","United States","Other","Accidental Loss","Existential Data",1.4
2465,"Ministry of Justice",01/29/15,"Unknown","United Kingdom","Government","Accidental Loss","Existential Data",1.4
2466,"Canada's Electronic Surveillance Agency",01/20/15,"Unknown","Canada","Government","Accidental Loss","Existential Data",1.4
2467,"National Security Advisor (NSA)",12/01/14,"Unknown","India","Government","Accidental Loss","Existential Data",1.4
2468,"Republican Governors Association",09/24/14,"Unknown","United States","Government","Accidental Loss","Existential Data",1.4
2469,"Florida School District",09/03/14,"Unknown","United States","Education","Accidental Loss","Existential Data",1.4
2470,"The Australian federal police",08/28/14,"Unknown","Australia","Government","Accidental Loss","Existential Data",1.4
2471,"Google Drive",07/04/14,"Unknown","United States","Technology","Accidental Loss","Existential Data",1.4
2472,"British Army, BBC",07/02/14,"Unknown","United Kingdom","Government","Accidental Loss","Existential Data",1.4
2473,"Take Care",10/30/13,"unknown","Sweden","Healthcare","Accidental Loss","Existential Data",1.4
2474,"Stoke City Council",03/20/13,"unknown","United Kingdom","Government","Accidental Loss","Existential Data",1.4
2475,"ISIS",02/11/15,"Unknown","Global","Other","Hacktivist","Account Access",1.3
2476,"Raz-Kids",02/09/15,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2477,"League of Legends",02/02/15,"Unknown","United States","Other","Accidental Loss","Account Access",1.3
2478,"Jewish General Hospital",01/30/15,1,"Canada","Healthcare","Accidental Loss","Identity Theft",1.3
2479,"NFL Mobile app",01/25/15,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2480,"Veterans Administration (Florida Navy veteran)",01/19/15,1,"United States","Healthcare","Accidental Loss","Identity Theft",1.3
2481,"NSL",01/16/15,"Unknown","United Kingdom","Retail","Accidental Loss","Identity Theft",1.3
2482,"Department of Defense",01/13/15,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2483,"Immobilise (Burglar's shopping list)",01/05/15,"Unknown","United Kingdom","Government","Accidental Loss","Identity Theft",1.3
2484,"AIDS-affected children, National Health and Family Planning Commission",12/27/14,"Unknown","China","Healthcare","Accidental Loss","Identity Theft",1.3
2485,"Swedish, Israel, India, Brazil, Argentina, and Mexico Government",12/17/14,"Unknown","Global","Government","Hacktivist","Account Access",1.3
2486,"Delta Airlines",12/12/14,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2487,"Woodbury County",12/11/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2488,"Trinity College Dublin",11/28/14,"Unknown","United Kingdom","Education","Accidental Loss","Identity Theft",1.3
2489,"City Hall",11/27/14,"Unknown","Canada","Government","Accidental Loss","Identity Theft",1.3
2490,"Novo Nordisk",11/25/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2491,"WellPoint",11/12/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2492,"California Highway Patrol (CHP)",11/12/14,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2493,"Orange Romania",11/07/14,"Unknown","Romania","Other","Accidental Loss","Identity Theft",1.3
2494,"Henry & Rilla White Foundation",10/31/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2495,"Vodacom",10/27/14,"Unknown","South Africa","Technology","Accidental Loss","Identity Theft",1.3
2496,"Palm Springs Federal Credit Union",10/20/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2497,"Virginia Commonwealth University Health System",10/15/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2498,"Marquette University",10/10/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2499,"UPC Cablecom",10/08/14,"Unknown","Switzerland","Other","Accidental Loss","Identity Theft",1.3
2500,"MBIA Inc (Municipal Bond Insurance Association)",10/06/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2501,"Metro Public Health Department",10/01/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2502,"Hertford County",09/24/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2503,"Cambridge University",09/16/14,"Unknown","United Kingdom","Education","Accidental Loss","Identity Theft",1.3
2504,"Indiana veteran",09/08/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2505,"Hutt Hospital",09/08/14,"Unknown","New Zealand","Healthcare","Accidental Loss","Identity Theft",1.3
2506,"Blue Mountain Community Foundation",09/07/14,"Unknown","United States","Other","Accidental Loss","Identity Theft",1.3
2507,"Xerox State Healthcare, New Hampshire Department of Health & Human Services",08/14/14,5,"United States","Healthcare","Accidental Loss","Identity Theft",1.3
2508,"Topeka Unified School District",08/11/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2509,"China Eastern Airlines",08/09/14,"Unknown","China","Retail","Accidental Loss","Identity Theft",1.3
2510,"M&T Bank",08/01/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2511,"Dr. Alasdair McDonnell M.P",07/31/14,"Unknown","United Kingdom","Healthcare","Accidental Loss","Identity Theft",1.3
2512,"Ascensus (Hanmi Bank Profit Sharing & 401(k) Savings )",07/29/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2513,"USAA",07/28/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2514,"irishgenealogy.ie (Ireland Department of Social Protection)",07/25/14,"Unknown","Ireland","Government","Accidental Loss","Identity Theft",1.3
2515,"Kaiser Permanente Health Plan of Colorado",07/24/14,"Unknown","United States","Healthcare","Accidental Loss","Identity Theft",1.3
2516,"Anderson & Murison",07/18/14,"Unknown","United States","Financial","Accidental Loss","Identity Theft",1.3
2517,"California Health & Human Services Agency Department of Social Service",07/17/14,"Unknown","United States","Government","Accidental Loss","Identity Theft",1.3
2518,"University of Illinois",07/11/14,"Unknown","United States","Education","Accidental Loss","Identity Theft",1.3
2519,"Norway's Institutions ( central Norges Bank, Sparebank 1, Danske Bank and insurance companies Storebrand and Gjensidige)",07/10/14,"Unknown","Norway","Financial","Hacktivist","Nuisance",1.3
2520,"Aloha POS",07/06/14,"Unknown","United States","Retail","Accidental Loss","Identity Theft",1.3
